"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"820","Male",1984,32,"Abroad","Africa","460","Muslim",20,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",1000,30,1000,"Single","I do not have a spouse/partner",0,1,200,200,"No","No","No","No","No","No"
"821","Female",1982,34,"Abroad","Africa","450","Muslim",24,10,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1200,24,3000,"Married","Same as respondent",1,2,0,100,"No","No","No","No","No","Yes"
"822","Female",1982,34,"Abroad","Europe","243","Orthodox Christian",27,7,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",950,52,950,"Widowed","I do not have a spouse/partner",2,1,800,800,"Yes","No","Yes","No","No","Yes"
"823","Male",1982,34,"Abroad","Africa","436","Muslim",24,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Fairly","No",800,30,800,"Single","I do not have a spouse/partner",0,1,250,250,"Yes","Yes","No","No","No","No"
"824","Female",1970,46,"Abroad","America","517","Catholic Christian",20,26,"Dual citizenship","Legal","Upper secondary school",13,"No","Very well","No",1200,40,2200,"Single","Italian",1,5,0,0,"Yes","No","Yes","Yes","No","Yes"
"825","Male",1984,32,"Abroad","Africa","419","Muslim",23,9,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very well","No",1000,30,1000,"Married","Same as respondent",2,1,500,500,"No","Yes","No","No","No","No"
"826","Female",1970,46,"Abroad","Europe","245","Orthodox Christian",27,19,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1000,25,3500,"Married","Italian",0,2,0,0,"Yes","No","Yes","No","No","Yes"
"827","Female",1971,45,"Abroad","Europe","243","Orthodox Christian",38,7,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very well","No",900,52,900,"Divorced/Separated","I do not have a spouse/partner",2,1,750,750,"Yes","No","No","No","No","Yes"
"828","Male",1984,32,"Abroad","Africa","436","Muslim",16,16,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1200,40,1200,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","No"
"829","Male",1957,59,"Abroad","Europe","201","Orthodox Christian",40,19,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, not informed","Very","No",2000,40,2600,"Married","Same as respondent",3,5,50,50,"Yes","No","Yes","Yes","No","Yes"
"830","Male",1966,50,"Abroad","Europe","201","Muslim",36,14,"Dual citizenship","Legal","Upper secondary school",13,"Yes","Very well","Yes",1600,46,1600,"Married","Other citizenship",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"831","Male",1958,58,"Abroad","Europe","201","Muslim",39,19,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very well","Yes",2000,45,2800,"Married","Same as respondent",3,5,0,50,"Yes","Yes","Yes","No","No","Yes"
"832","Male",1983,33,"Abroad","Africa","450","Muslim",17,16,"CE long-term residence permit","Legal","Primary school",5,"Yes","Very","Yes",1400,50,1400,"Married","Same as respondent",3,1,500,500,"Yes","Yes","No","No","No","Yes"
"833","Female",1976,40,"Abroad","Europe","243","Orthodox Christian",23,17,"Valid residence permit/visa","Legal","Upper secondary school",13,"Yes","Very well","Yes",1200,49,2200,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","Yes","No","No"
"834","Male",1971,45,"Abroad","Asia","305","Muslim",33,12,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very","Yes",1400,44,1600,"Married","Same as respondent",3,6,0,0,"Yes","No","No","No","No","No"
"835","Male",1987,29,"Abroad","Africa","450","Muslim",22,7,"Valid residence permit/visa","Legal","Lower secondary school",8,NA,"Fairly",NA,600,60,600,"Married","Same as respondent",2,4,0,0,"No","No","No","No","No","No"
"836","Male",1986,30,"Abroad","Africa","460","Muslim",23,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Very","Yes",1000,42,1000,"Single","I do not have a spouse/partner",0,1,100,100,"Yes","Yes","No","No","No","No"
"837","Male",1969,47,"Abroad","Asia","344","Muslim",29,18,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Fairly",NA,1500,44,1500,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","No"
"838","Female",1982,34,"Abroad","Europe","245","Orthodox Christian",22,12,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",800,84,2000,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"839","Male",1974,42,"Abroad","Africa","436","Muslim",26,16,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very well","No",1300,45,2000,"Married","Same as respondent",1,4,0,50,"Yes","Yes","Yes","No","No","No"
"840","Female",1979,37,"Abroad","Africa","460","Muslim",21,16,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",250,12,800,"Married","Same as respondent",3,5,0,0,"Yes","Yes","Yes","No","No","Yes"
"841","Female",1973,43,"Abroad","Asia","344","Muslim",38,5,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"Yes","Very","Yes",900,30,2800,"Married","Same as respondent",2,5,100,100,"Yes","Yes","Yes","No","No","No"
"842","Female",1973,43,"Abroad","Asia","323","Catholic Christian",28,15,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very","Yes",800,20,1800,"Married","Same as respondent",1,3,0,0,"Yes","Yes","No","No","No","No"
"843","Male",1965,51,"Abroad","Africa","436","Muslim",35,16,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"No","Very","No",1700,40,1700,"Married","Same as respondent",4,1,700,700,"No","No","No","No","No","No"
"844","Female",1964,52,"Abroad","Europe","254","Orthodox Christian",41,11,"Valid residence permit/visa","Legal","Vocational qualification",11,"No","Very well","No",950,30,1500,"Single","I do not have a spouse/partner",3,2,200,200,"Yes","No","Yes","Yes","No","Yes"
"845","Female",1988,28,"Abroad","America","615","Catholic Christian",21,7,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1000,54,1000,"Single","I do not have a spouse/partner",0,1,100,100,"Yes","No","Yes","No","No","No"
"846","Female",1976,40,"Abroad","America","615","Catholic Christian",29,11,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very","Yes",1500,40,2500,"Married","Same as respondent",2,4,0,250,"Yes","Yes","Yes","Yes","No","Yes"
"847","Female",1981,35,"Abroad","America","517","Catholic Christian",20,15,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",800,16,1500,"Married","Same as respondent",1,3,50,50,"Yes","Yes","Yes","No","No","Yes"
"848","Female",1976,40,"Abroad","Africa","458","Catholic Christian",20,20,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,700,20,2000,"Married","Other citizenship",2,4,30,30,"Yes","No","Yes","No","No","No"
"849","Male",1979,37,"Abroad","Asia","305","Muslim",24,13,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",1300,40,1300,"Married","Same as respondent",0,2,300,300,"No","No","No","No","No","No"
"850","Female",1971,45,"Abroad","Europe","243","Orthodox Christian",39,6,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",900,54,900,"Single","I do not have a spouse/partner",1,1,600,600,"Yes","No","No","No","No","No"
"851","Female",1969,47,"Abroad","Europe","233","Catholic Christian",26,21,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"No","Very","No",1000,30,2500,"Married","Italian",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"852","Female",1964,52,"Abroad","Europe","243","Orthodox Christian",33,19,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1000,30,3000,"Married","Same as respondent",2,4,0,200,"No","No","Yes","No","No","No"
"853","Female",1977,39,"Abroad","America","609","Catholic Christian",30,9,"Valid residence permit/visa","Legal","Upper secondary school",13,NA,"Very",NA,1200,54,1200,"Married","Same as respondent",2,1,200,200,"Yes","No","Yes","No","No","Yes"
"854","Female",1971,45,"Abroad","America","609","Other religion",30,15,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very","No",500,10,500,"Single","I do not have a spouse/partner",1,2,0,0,"Yes","No","Yes","No","No","Yes"
"855","Male",1975,41,"Abroad","Asia","330","Buddhist",32,9,"CE long-term residence permit","Legal","Vocational qualification",11,"Yes","Very","Yes",1800,36,1800,"Married","Same as respondent",1,3,0,0,"Yes","No","Yes","No","No","Yes"
"856","Male",1976,40,"Abroad","Africa","419","Muslim",25,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1500,40,1500,"Married","Same as respondent",3,5,0,0,"Yes","No","Yes","No","No","Yes"
"857","Male",1979,37,"Abroad","Africa","436","Muslim",20,17,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1100,30,1100,"Married","Same as respondent",2,4,0,0,"Yes","Yes","No","No","No","No"
"858","Female",1978,38,"Abroad","America","608","Evangelical Christian",30,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very","No",900,40,1500,"Single","Same as respondent",1,3,100,100,"Yes","No","Yes","No","No","Yes"
"859","Female",1970,46,"Abroad","America","514","Catholic Christian",31,15,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1200,40,1200,"Single","I do not have a spouse/partner",1,2,100,100,"Yes","Yes","Yes","Yes","No","Yes"
"860","Female",1982,34,"Abroad","Europe","243","Orthodox Christian",19,15,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,NA,"Very well",NA,1500,40,3500,"Single","Other citizenship",0,3,200,400,"Yes","Yes","Yes","Yes","No","Yes"
"861","Female",1985,31,"Abroad","America","615","Catholic Christian",21,10,"Expired residence permit/visa being renewed","Legal","Upper secondary school",13,"No","Very well","No",500,16,500,"Single","I do not have a spouse/partner",0,1,100,100,"No","No","No","No","No","No"
"862","Male",1983,33,"Abroad","Asia","311","Buddhist",28,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",1400,40,1400,"Married","Same as respondent",0,1,800,800,"Yes","No","No","No","No","No"
"863","Female",1984,32,"Abroad","Europe","201","No religion",20,12,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",300,20,700,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","No"
"864","Female",1979,37,"Abroad","Europe","243","Orthodox Christian",28,9,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",600,24,700,"Married","Same as respondent",1,3,0,0,"Yes","Yes","No","No","No","No"
"865","Female",1981,35,"Abroad","America","609","Catholic Christian",20,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",1200,40,1200,"Single","I do not have a spouse/partner",1,3,0,0,"Yes","No","No","No","No","Yes"
"866","Male",1963,53,"Abroad","Asia","305","Muslim",26,27,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",500,20,500,"Married","Same as respondent",2,4,0,0,"Yes","Yes","No","No","No","Yes"
"867","Male",1969,47,"Abroad","America","615","Catholic Christian",30,17,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very",NA,1400,38,2400,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","Yes"
"868","Male",1962,54,"Abroad","America","615","Catholic Christian",38,16,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1200,40,1200,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","No"
"869","Male",1971,45,"Abroad","Africa","419","Muslim",28,17,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1600,40,1600,"Married","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"870","Female",1980,36,"Abroad","Africa","419","Muslim",26,10,"Valid residence permit/visa","Legal","Vocational qualification",11,"No","Very","No",900,44,1500,"Married","Other citizenship",0,2,0,0,"Yes","Yes","No","No","No","No"
"871","Female",1977,39,"Abroad","Africa","436","Muslim",19,20,"Valid residence permit/visa","Legal","Primary school",5,"No","Very","No",700,25,700,"Divorced/Separated","I do not have a spouse/partner",2,3,100,100,"Yes","Yes","Yes","No","No","No"
"872","Male",1968,48,"Abroad","Asia","311","Buddhist",31,17,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1600,50,1600,"Married","Same as respondent",1,3,100,100,"Yes","Yes","Yes","No","No","Yes"
"873","Female",1970,46,"Abroad","Europe","201","Catholic Christian",35,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1000,40,2500,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"874","Male",1974,42,"Abroad","Asia","305","Muslim",28,14,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Little","No",1200,36,1200,"Married","Same as respondent",1,3,0,0,"Yes","Yes","Yes","No","No","Yes"
"875","Male",1991,25,"Abroad","Europe","235","Orthodox Christian",11,14,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,NA,"Very well",NA,700,20,700,"Single","Same as respondent",1,3,0,0,"Yes","Yes","No","No","No","No"
"876","Female",1970,46,"Abroad","Europe","235","Orthodox Christian",32,14,"EU citizens (or dual citizenship of another EU country)","Legal","Primary school",5,"Don't know, not informed","Very well","No",300,16,300,"Single","Same as respondent",2,2,0,0,"No","No","No","No","No","No"
"877","Male",1989,27,"Abroad","Africa","419","Muslim",19,8,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",800,20,1500,"Married","Other citizenship",0,2,0,0,"No","Yes","Yes","No","No","No"
"878","Male",1986,30,"Abroad","Asia","344","Muslim",29,1,"Asylum seeker (pending decision or appeal outcome)","Illegal","Upper secondary school",13,"Don't know, not informed","Fairly","No",850,72,850,"Single","I do not have a spouse/partner",0,1,400,400,"Yes","No","No","No","No","Yes"
"879","Female",1967,49,"Abroad","Europe","243","Orthodox Christian",32,17,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",800,25,800,"Married","Same as respondent",3,1,600,600,"Yes","No","Yes","No","No","No"
"880","Female",1955,61,"Abroad","Europe","243","Orthodox Christian",44,17,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",800,30,800,"Married","Same as respondent",2,1,650,650,"Yes","No","Yes","No","No","No"
"881","Female",1965,51,"Abroad","America","615","Catholic Christian",37,14,"CE long-term residence permit","Legal","Vocational qualification",11,"No","Very well","No",700,25,2000,"Married","Same as respondent",1,3,0,200,"Yes","No","Yes","No","No","Yes"
"882","Female",1967,49,"Abroad","Asia","323","Other Christian",41,8,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",900,40,900,"Divorced/Separated","I do not have a spouse/partner",3,1,200,200,"Yes","Yes","No","No","No","Yes"
"883","Male",1984,32,"Abroad","Africa","450","Muslim",25,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Very well","Yes",1200,40,2500,"Married","Same as respondent",1,2,200,200,"No","Yes","Yes","No","No","No"
"884","Male",1984,32,"Abroad","Africa","431","Muslim",27,5,"Expired residence permit/visa being renewed","Legal","Primary school",5,"Yes","Very well","Yes",800,60,800,"Single","Italian",0,1,250,250,"Yes","Yes","Yes","No","No","No"
"885","Male",1991,25,"Abroad","Africa","460","Muslim",20,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Very","Yes",1700,60,1700,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","Yes"
"886","Male",1988,28,"Abroad","Africa","450","Muslim",26,2,"Never had any legal status (undocumented)","Illegal","Lower secondary school",8,"Don't know, not informed","Very","No",250,20,600,"Single","I do not have a spouse/partner",0,3,50,50,"No","Yes","Yes","No","No","No"
"887","Female",1978,38,"Abroad","America","604","Catholic Christian",26,12,"CE long-term residence permit","Legal","Vocational qualification",11,NA,"Very well",NA,1000,40,1600,"Divorced/Separated","I do not have a spouse/partner",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"888","Male",1989,27,"Abroad","Africa","460","Muslim",22,5,"Valid residence permit/visa","Legal","Upper secondary school",13,"Yes","Very well","Yes",800,56,1500,"Single","I do not have a spouse/partner",0,2,0,400,"Yes","Yes","No","No","No","No"
"889","Male",1990,26,"Abroad","Asia","337","Muslim",19,7,"Expired residence permit/visa being renewed","Legal","University degree or postgraduate diploma",16,NA,"Very well",NA,1200,50,1200,"Single","I do not have a spouse/partner",0,1,0,0,"No","No","No","No","No","Yes"
"890","Female",1977,39,"Abroad","Europe","235","Orthodox Christian",26,13,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Yes","Very well","Yes",1000,60,1000,"Married","Other citizenship",1,3,0,0,"Yes","Yes","No","No","No","Yes"
"891","Female",1991,25,"Abroad","Africa","404","Catholic Christian",13,12,"CE long-term residence permit","Legal","Upper secondary school",13,"Yes","Very well","Yes",500,15,1700,"Single","I do not have a spouse/partner",0,4,0,0,"Yes","No","No","No","No","Yes"
"892","Female",1983,33,"Abroad","Europe","243","Orthodox Christian",23,10,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1100,40,2500,"Married","Italian",0,2,200,200,"Yes","No","Yes","No","No","Yes"
"893","Female",1977,39,"Abroad","Africa","443","Evangelical Christian",13,26,"Dual citizenship","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",700,50,1800,"Married","Same as respondent",3,5,0,250,"Yes","Yes","Yes","Yes","No","Yes"
"894","Male",1976,40,"Abroad","Africa","442","No religion",30,10,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",800,50,800,"Divorced/Separated","I do not have a spouse/partner",2,1,40,40,"Yes","Yes","Yes","No","No","No"
"895","Male",1983,33,"Abroad","Asia","324","Muslim",28,5,"EU citizens (or dual citizenship of another EU country)","Legal","University degree or postgraduate diploma",16,"Don't know, wouldn't need it given the job opportunities in Italy","Not at all","No",1300,40,2300,"Married","Other citizenship",0,2,0,0,"Yes","No","Yes","No","No","No"
"896","Male",1982,34,"Abroad","Africa","404","Catholic Christian",27,7,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Very well","No",1300,35,3000,"Single","Italian",1,3,0,50,"Yes","No","No","Yes","No","Yes"
"897","Female",1965,51,"Abroad","America","615","Catholic Christian",38,13,"Valid residence permit/visa","Legal","None",0,NA,"Very",NA,1100,45,1100,"Divorced/Separated","I do not have a spouse/partner",3,2,0,0,"Yes","Yes","Yes","No","No","Yes"
"898","Male",1980,36,"Abroad","Africa","443","Evangelical Christian",26,10,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1300,40,1300,"Married","Same as respondent",1,4,100,100,"No","No","No","No","No","No"
"899","Male",1960,56,"Abroad","America","615","Catholic Christian",38,18,"Dual citizenship","Legal","Upper secondary school",13,"No","Very","No",1200,40,1400,"Married","Same as respondent",1,2,0,300,"Yes","No","No","No","No","No"
"900","Male",1994,22,"Abroad","Asia","305","Muslim",13,9,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Fairly",NA,800,30,2400,"Single","I do not have a spouse/partner",0,5,0,0,"No","No","No","No","No","No"
"901","Male",1991,25,"Abroad","America","609","Evangelical Christian",18,7,"Valid residence permit/visa","Legal","Vocational qualification",11,NA,"Very well",NA,1600,40,1600,"Single","Same as respondent",2,4,0,0,"Yes","Yes","Yes","No","No","Yes"
"902","Male",1984,32,"Abroad","Africa","419","Muslim",16,16,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1500,40,1500,"Married","Same as respondent",3,5,0,100,"No","No","Yes","No","No","Yes"
"903","Male",1988,28,"Abroad","Africa","419","Muslim",18,10,"Expired residence permit/visa being renewed","Legal","Upper secondary school",13,"No","Very","No",500,24,500,"Single","I do not have a spouse/partner",0,1,100,100,"Yes","No","No","No","No","Yes"
"904","Male",1991,25,"Abroad","Africa","404","No religion",2,23,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,1800,40,2000,"Single","Italian",1,3,0,0,"No","No","Yes","No","No","Yes"
"905","Male",1983,33,"Abroad","Africa","419","Muslim",21,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very well","No",1200,40,1200,"Married","Same as respondent",3,1,150,150,"No","No","Yes","No","No","No"
"906","Male",1977,39,"Abroad","Europe","201","Catholic Christian",20,19,"Valid residence permit/visa","Legal","Lower secondary school",8,"Yes","Very well","Yes",2500,48,2600,"Married","Same as respondent",2,4,0,1000,"No","Yes","Yes","No","No","No"
"907","Male",1991,25,"Abroad","Africa","409","Muslim",18,7,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1000,40,1000,"Single","I do not have a spouse/partner",0,1,100,100,"No","No","No","No","No","No"
"908","Female",1986,30,"Abroad","Africa","428","Other Christian",22,8,"Expired residence permit/visa being renewed","Legal","University degree or postgraduate diploma",16,"No","Very well","No",650,25,2000,"Single","Same as respondent",1,3,0,0,"Yes","Yes","Yes","No","No","No"
"909","Male",1987,29,"Abroad","Africa","419","Muslim",21,8,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Fairly",NA,1000,40,1000,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","No","No","No","Yes"
"910","Male",1958,58,"Abroad","Africa","460","Muslim",26,32,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",1000,40,1000,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","Yes","No","No","No"
"911","Male",1969,47,"Abroad","Europe","201","Orthodox Christian",33,14,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Don't know, not informed","Very","No",1600,45,4100,"Married","Same as respondent",2,5,0,0,"No","No","Yes","No","No","Yes"
"912","Male",1995,21,"Abroad","Europe","243","No religion",9,12,"CE long-term residence permit","Legal","Lower secondary school",8,NA,"Very well",NA,600,30,600,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","No","No","No","No","No"
"913","Female",1969,47,"Abroad","America","604","Other Christian",37,10,"Valid residence permit/visa","Legal","University degree or postgraduate diploma",16,"No","Very well","No",550,20,1400,"Divorced/Separated","I do not have a spouse/partner",4,3,0,400,"Yes","No","No","No","No","Yes"
"914","Male",1966,50,"Abroad","Africa","436","Muslim",26,24,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1700,40,1700,"Married","Same as respondent",3,5,0,0,"Yes","Yes","Yes","No","No","Yes"
"915","Male",1965,51,"Abroad","Africa","406","Catholic Christian",35,16,"CE long-term residence permit","Legal","Lower secondary school",8,"Yes","Very","Yes",900,30,900,"Married","Same as respondent",1,1,400,400,"Yes","No","No","No","No","Yes"
"916","Female",1978,38,"Abroad","America","604","Catholic Christian",29,9,"Valid residence permit/visa","Legal","Vocational qualification",11,NA,"Very well",NA,850,40,850,"Single","I do not have a spouse/partner",1,1,400,400,"Yes","No","No","No","No","Yes"
"917","Female",1986,30,"Abroad","Europe","235","Orthodox Christian",26,4,"EU citizens (or dual citizenship of another EU country)","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1200,40,2200,"Married","Same as respondent",2,2,0,500,"Yes","Yes","Yes","No","No","Yes"
"918","Male",1986,30,"Abroad","Africa","419","Muslim",21,9,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1000,25,2000,"Married","Same as respondent",0,2,500,500,"No","Yes","No","No","No","Yes"
"919","Male",1971,45,"Abroad","Africa","436","Muslim",16,29,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1100,40,1100,"Married","Same as respondent",3,1,200,200,"Yes","Yes","Yes","Yes","No","Yes"
"920","Female",1996,20,"Abroad","Africa","404","Other Christian",17,3,"CE long-term residence permit","Legal","Primary school",5,"Yes","Very well","Yes",120,4,3000,"Single","I do not have a spouse/partner",0,5,0,100,"Yes","Yes","Yes","No","No","Yes"
"921","Female",1989,27,"Abroad","Europe","235","Evangelical Christian",8,19,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,NA,"Very well",NA,1150,50,2000,"Married","Same as respondent",1,4,0,100,"Yes","No","Yes","No","No","Yes"
"922","Male",1969,47,"Abroad","Africa","436","Muslim",26,21,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",650,20,2000,"Single","Other citizenship",1,3,0,0,"No","Yes","No","No","No","No"
"923","Female",1984,32,"Abroad","Europe","254","Orthodox Christian",22,10,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, not informed","Very well","No",2000,60,3000,"Divorced/Separated","I do not have a spouse/partner",2,3,0,0,"No","No","No","Yes","No","Yes"
"924","Female",1982,34,"Abroad","America","514","No religion",21,13,"Dual citizenship","Legal","Upper secondary school",13,"No","Very well","No",800,60,3000,"Married","Italian",1,3,150,150,"No","Yes","No","Yes","No","No"
"925","Male",1970,46,"Abroad","Africa","436","Muslim",35,11,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",1200,50,1200,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","No"
"926","Male",1993,23,"Abroad","Africa","436","Muslim",11,12,"Valid residence permit/visa","Legal","Upper secondary school",13,"Yes","Very well","Yes",1200,40,1200,"Single","I do not have a spouse/partner",0,1,0,0,"Yes","Yes","Yes","Yes","No","No"
"927","Male",1988,28,"Abroad","Asia","351","Muslim",20,8,"Valid residence permit/visa","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1000,40,1000,"Married","Same as respondent",1,3,0,0,"No","Yes","No","No","No","No"
"928","Male",1988,28,"Abroad","Europe","201","Muslim",26,2,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"Don't know, not informed","Little","No",900,35,900,"Married","Same as respondent",2,4,0,0,"No","Yes","No","No","No","No"
"929","Female",1952,64,"Abroad","Europe","243","Orthodox Christian",53,11,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, not informed","Very well","No",900,25,900,"Widowed","I do not have a spouse/partner",2,1,0,0,"Yes","No","Yes","No","No","Yes"
"930","Male",1977,39,"Abroad","Africa","436","Muslim",33,6,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Very well","No",450,10,450,"Married","Same as respondent",0,1,50,50,"Yes","No","Yes","No","No","Yes"
"931","Male",1987,29,"Abroad","Asia","330","Sikh",24,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",1000,16,2500,"Married","Same as respondent",0,3,500,500,"Yes","No","Yes","Yes","No","Yes"
"932","Male",1981,35,"Abroad","Asia","344","Muslim",29,6,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, wouldn't need it given the job opportunities in Italy","Fairly","No",1600,40,1600,"Married","Same as respondent",0,2,0,0,"Yes","No","No","No","No","No"
"933","Female",1952,64,"Abroad","Europe","243","Orthodox Christian",57,7,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"No","Very well","No",900,25,900,"Widowed","I do not have a spouse/partner",2,1,300,300,"No","No","No","No","No","Yes"
"934","Female",1975,41,"Abroad","Africa","460","Muslim",25,16,"Valid residence permit/visa","Legal","None",0,NA,"Very well",NA,150,4,1000,"Married","Same as respondent",4,6,0,0,"Yes","No","No","No","No","No"
